fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,wine_type,quality_binary,alcohol_category,acidity_ratio,sulfur_ratio,sugar_alcohol_interaction,ph_category,is_excellent,is_poor
7.1,0.46,0.23,13.7,0.045,44.0,192.0,0.9981,3.11,0.53,9.4,5,white,0,Low,15.401301518438176,0.2291654730964943,128.78,Acidic,0,0
6.6,0.21,0.3,9.9,0.041,64.0,174.0,0.995,3.07,0.5,10.1,6,white,1,Medium,31.27962085308057,0.36781397808058575,99.99,Acidic,0,0
6.9,0.42,0.2,15.4,0.043,57.0,201.0,0.99848,3.08,0.54,9.4,5,white,0,Low,16.3895486935867,0.283580678703091,144.76000000000002,Acidic,0,0
5.7,0.22,0.2,16.0,0.044,41.0,113.0,0.99862,3.22,0.46,8.9,6,white,1,Low,25.79185520361991,0.3628286475340926,142.4,Acidic,0,0
5.7,0.22,0.2,16.0,0.044,41.0,113.0,0.99862,3.22,0.46,8.9,6,white,1,Low,25.79185520361991,0.3628286475340926,142.4,Acidic,0,0
5.7,0.22,0.2,16.0,0.044,41.0,113.0,0.99862,3.22,0.46,8.9,6,white,1,Low,25.79185520361991,0.3628286475340926,142.4,Acidic,0,0
5.7,0.22,0.2,16.0,0.044,41.0,113.0,0.99862,3.22,0.46,8.9,6,white,1,Low,25.79185520361991,0.3628286475340926,142.4,Acidic,0,0
5.2,0.31,0.2,2.4,0.027,27.0,117.0,0.98886,3.56,0.45,13.0,7,white,1,High,16.720257234726688,0.23076725839950085,31.2,Moderate,0,0
7.2,0.22,0.35,5.5,0.054,37.0,183.0,0.99474,3.08,0.5,10.3,5,white,0,Medium,32.57918552036199,0.20218468751536875,56.650000000000006,Acidic,0,0
5.6,0.18,0.29,2.3,0.04,5.0,47.0,0.99126,3.07,0.45,10.1,4,white,0,Medium,30.939226519337016,0.10638071530392972,23.229999999999997,Acidic,0,1
6.2,0.24,0.27,16.8,0.04,48.0,129.0,0.99691,3.23,0.38,10.5,6,white,1,Medium,25.726141078838175,0.37209013883613307,176.4,Acidic,0,0
5.7,0.22,0.2,16.0,0.044,41.0,113.0,0.99862,3.22,0.46,8.9,6,white,1,Low,25.79185520361991,0.3628286475340926,142.4,Acidic,0,0
5.7,0.26,0.24,17.8,0.059,23.0,124.0,0.99773,3.3,0.5,10.1,5,white,0,Medium,21.839080459770116,0.18548237514213595,179.78,Acidic,0,0
5.7,0.26,0.24,17.8,0.059,23.0,124.0,0.99773,3.3,0.5,10.1,5,white,0,Medium,21.839080459770116,0.18548237514213595,179.78,Acidic,0,0
6.0,0.2,0.26,6.8,0.049,22.0,93.0,0.9928,3.15,0.42,11.0,6,white,1,Medium,29.850746268656714,0.23655659616563263,74.8,Acidic,0,0
6.0,0.2,0.26,6.8,0.049,22.0,93.0,0.9928,3.15,0.42,11.0,6,white,1,Medium,29.850746268656714,0.23655659616563263,74.8,Acidic,0,0
6.0,0.2,0.26,6.8,0.049,22.0,93.0,0.9928,3.15,0.42,11.0,6,white,1,Medium,29.850746268656714,0.23655659616563263,74.8,Acidic,0,0
6.0,0.2,0.26,6.8,0.049,22.0,93.0,0.9928,3.15,0.42,11.0,6,white,1,Medium,29.850746268656714,0.23655659616563263,74.8,Acidic,0,0
7.6,0.28,0.17,1.6,0.046,28.0,117.0,0.99288,3.08,0.43,10.0,5,white,0,Low,27.046263345195726,0.23931419389577865,16.0,Acidic,0,0
7.0,0.2,0.33,4.7,0.03,25.0,76.0,0.99202,2.88,0.54,10.5,6,white,1,Medium,34.82587064676617,0.32894304022315496,49.35,Very_Acidic,0,0
6.6,0.26,0.27,11.8,0.048,28.0,112.0,0.99606,2.87,0.49,9.7,6,white,1,Low,25.287356321839077,0.2499977678770725,114.46,Very_Acidic,0,0
5.7,0.26,0.24,17.8,0.059,23.0,124.0,0.99773,3.3,0.5,10.1,5,white,0,Medium,21.839080459770116,0.18548237514213595,179.78,Acidic,0,0
7.2,0.21,0.36,15.7,0.045,68.0,183.0,0.99922,3.25,0.76,9.4,5,white,0,Low,34.12322274881517,0.37158266894716424,147.58,Acidic,0,0
6.9,0.22,0.32,5.8,0.041,20.0,119.0,0.99296,3.17,0.55,11.2,6,white,1,Medium,31.221719457013577,0.16806581457298678,64.96,Acidic,0,0
7.2,0.21,0.36,15.7,0.045,68.0,183.0,0.99922,3.25,0.76,9.4,5,white,0,Low,34.12322274881517,0.37158266894716424,147.58,Acidic,0,0
7.4,0.22,0.28,9.0,0.046,22.0,121.0,0.99468,3.1,0.55,10.8,5,white,0,Medium,33.484162895927604,0.18181667920099834,97.2,Acidic,0,0
7.2,0.21,0.36,15.7,0.045,68.0,183.0,0.99922,3.25,0.76,9.4,5,white,0,Low,34.12322274881517,0.37158266894716424,147.58,Acidic,0,0
6.9,0.22,0.32,5.8,0.041,20.0,119.0,0.99296,3.17,0.55,11.2,6,white,1,Medium,31.221719457013577,0.16806581457298678,64.96,Acidic,0,0
7.0,0.2,0.35,8.8,0.037,31.0,103.0,0.99388,3.13,0.49,11.0,6,white,1,Medium,34.82587064676617,0.30096795176745855,96.80000000000001,Acidic,0,0
5.6,0.26,0.0,10.2,0.038,13.0,111.0,0.99315,3.44,0.46,12.4,6,white,1,High,21.455938697318004,0.11711606201745929,126.47999999999999,Moderate,0,0
6.3,0.28,0.3,6.6,0.208,60.0,154.0,0.99478,3.1,0.4,9.4,6,white,1,Low,22.419928825622772,0.3896078596892228,62.04,Acidic,0,0
6.4,0.29,0.3,6.5,0.209,62.0,156.0,0.99478,3.1,0.4,9.4,5,white,0,Low,21.993127147766327,0.3974333497862193,61.1,Acidic,0,0
7.2,0.34,0.23,8.9,0.105,22.0,155.0,0.99692,3.01,0.58,9.5,5,white,0,Low,21.114369501466275,0.14193456816407635,84.55,Acidic,0,0
7.1,0.39,0.39,11.1,0.034,25.0,204.0,0.99616,3.05,0.52,10.0,6,white,1,Low,18.15856777493606,0.1225484188802996,111.0,Acidic,0,0
6.9,0.26,0.29,4.2,0.043,33.0,114.0,0.9902,3.16,0.31,12.5,6,white,1,High,26.436781609195403,0.28947114498995624,52.5,Acidic,0,0
6.1,0.24,0.25,1.6,0.044,24.0,115.0,0.9921,3.39,0.59,10.9,6,white,1,Medium,25.311203319502074,0.20869383744489178,17.44,Moderate,0,0
5.9,0.25,0.24,7.4,0.044,21.0,113.0,0.99462,3.38,0.58,10.5,6,white,1,Medium,23.50597609561753,0.1858390633711206,77.7,Moderate,0,0
6.1,0.24,0.27,11.5,0.05,51.0,133.0,0.99476,3.22,0.37,10.8,6,white,1,Medium,25.311203319502074,0.38345576349050003,124.2,Acidic,0,0
6.5,0.22,0.27,1.6,0.039,36.0,116.0,0.99178,3.38,0.57,11.0,7,white,1,Medium,29.41176470588235,0.31034215222282563,17.6,Moderate,0,0
6.2,0.26,0.29,2.0,0.036,16.0,87.0,0.99081,3.33,0.61,11.8,6,white,1,Medium,23.754789272030653,0.1839059321157228,23.6,Moderate,0,0
6.6,0.34,0.25,4.8,0.038,16.0,121.0,0.99198,3.36,0.71,12.6,6,white,1,High,19.354838709677416,0.1322303121461806,60.48,Moderate,0,0
5.6,0.225,0.24,9.8,0.054,59.0,140.0,0.99545,3.17,0.39,10.2,6,white,1,Medium,24.778761061946902,0.42142556124599106,99.96,Acidic,0,0
7.1,0.23,0.28,1.9,0.046,33.0,103.0,0.98997,3.12,0.31,12.0,5,white,0,Medium,30.735930735930733,0.3203852389782623,22.799999999999997,Acidic,0,0
6.9,0.26,0.29,4.2,0.043,33.0,114.0,0.9902,3.16,0.31,12.5,6,white,1,High,26.436781609195403,0.28947114498995624,52.5,Acidic,0,0
6.4,0.27,0.3,1.6,0.04,19.0,86.0,0.99089,3.32,0.65,11.5,6,white,1,Medium,23.616236162361623,0.22092766363181823,18.400000000000002,Moderate,0,0
6.3,0.41,0.22,7.3,0.035,23.0,117.0,0.99172,3.2,0.39,11.94,7,white,1,Medium,15.328467153284672,0.19657951641438962,87.16199999999999,Acidic,0,0
6.7,0.41,0.24,5.4,0.035,33.0,115.0,0.9901,3.12,0.44,12.8933333333333,7,white,1,High,16.301703163017034,0.2869540264867262,69.62399999999982,Acidic,0,0
7.2,0.585,0.2,10.4,0.086,17.0,94.0,0.99681,3.13,0.4,9.4,5,white,0,Low,12.286689419795223,0.180849139902767,97.76,Acidic,0,0
6.7,0.34,0.26,1.9,0.038,58.0,138.0,0.9893,3.0,0.47,12.2,7,white,1,High,19.64809384164223,0.42028680951587305,23.179999999999996,Very_Acidic,0,0
6.3,0.41,0.22,7.3,0.035,23.0,117.0,0.99172,3.2,0.39,11.94,7,white,1,Medium,15.328467153284672,0.19657951641438962,87.16199999999999,Acidic,0,0
6.7,0.41,0.24,5.4,0.035,33.0,115.0,0.9901,3.12,0.44,12.8933333333333,7,white,1,High,16.301703163017034,0.2869540264867262,69.62399999999982,Acidic,0,0
6.4,0.26,0.35,7.7,0.056,45.0,191.0,0.99527,3.16,0.5,9.5,5,white,0,Low,24.521072796934867,0.23560086072847786,73.15,Acidic,0,0
6.3,0.28,0.22,11.5,0.036,27.0,150.0,0.99445,3.0,0.33,10.6,6,white,1,Medium,22.419928825622772,0.17999880000799995,121.89999999999999,Very_Acidic,0,0
7.4,0.16,0.33,1.2,0.042,47.0,121.0,0.99198,3.04,0.68,10.5,7,white,1,Medium,45.96273291925466,0.3884265419294055,12.6,Acidic,0,0
8.4,0.27,0.3,2.2,0.037,36.0,129.0,0.99085,2.89,0.3,11.4666666666667,6,white,1,Medium,30.99630996309963,0.2790676041270998,25.226666666666745,Very_Acidic,0,0
5.9,0.2,0.28,1.0,0.043,45.0,100.0,0.99033,3.4,0.41,11.4,6,white,1,Medium,29.35323383084577,0.44999550004499955,11.4,Moderate,0,0
6.4,0.24,0.26,8.2,0.054,47.0,182.0,0.99538,3.12,0.5,9.5,5,white,0,Low,26.556016597510375,0.2582403393387948,77.89999999999999,Acidic,0,0
7.4,0.38,0.34,8.3,0.052,44.0,168.0,0.99627,3.11,0.52,9.2,5,white,0,Low,19.42257217847769,0.26190320295712527,76.36,Acidic,0,0
6.4,0.24,0.26,8.2,0.054,47.0,182.0,0.99538,3.12,0.5,9.5,5,white,0,Low,26.556016597510375,0.2582403393387948,77.89999999999999,Acidic,0,0
6.4,0.42,0.19,9.3,0.043,28.0,145.0,0.99433,3.23,0.53,10.98,5,white,0,Medium,15.201900237529692,0.19310211653712733,102.11400000000002,Acidic,0,0
6.4,0.23,0.26,8.1,0.054,47.0,181.0,0.9954,3.12,0.49,9.4,5,white,0,Low,27.705627705627705,0.25966707366257646,76.14,Acidic,0,0
6.4,0.24,0.26,8.2,0.054,47.0,182.0,0.99538,3.12,0.5,9.5,5,white,0,Low,26.556016597510375,0.2582403393387948,77.89999999999999,Acidic,0,0
7.4,0.38,0.34,8.3,0.052,44.0,168.0,0.99627,3.11,0.52,9.2,5,white,0,Low,19.42257217847769,0.26190320295712527,76.36,Acidic,0,0
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,8,white,1,Low,38.21989528795812,0.290320707608338,122.32000000000001,Very_Acidic,1,0
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,8,white,1,Low,38.21989528795812,0.290320707608338,122.32000000000001,Very_Acidic,1,0
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,8,white,1,Low,38.21989528795812,0.290320707608338,122.32000000000001,Very_Acidic,1,0
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,8,white,1,Low,38.21989528795812,0.290320707608338,122.32000000000001,Very_Acidic,1,0
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,8,white,1,Low,38.21989528795812,0.290320707608338,122.32000000000001,Very_Acidic,1,0
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,8,white,1,Low,38.21989528795812,0.290320707608338,122.32000000000001,Very_Acidic,1,0
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,8,white,1,Low,38.21989528795812,0.290320707608338,122.32000000000001,Very_Acidic,1,0
6.8,0.24,0.29,2.0,0.044,15.0,96.0,0.99232,3.23,0.64,10.4,8,white,1,Medium,28.21576763485477,0.15624837241278736,20.8,Acidic,1,0
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,8,white,1,Low,38.21989528795812,0.290320707608338,122.32000000000001,Very_Acidic,1,0
7.4,0.27,0.52,15.7,0.054,36.0,139.0,0.99788,3.04,0.62,10.0333333333333,6,white,1,Medium,27.306273062730625,0.25899094251120497,157.5233333333328,Acidic,0,0
5.7,0.28,0.35,1.2,0.052,39.0,141.0,0.99108,3.44,0.69,11.3,6,white,1,Medium,20.284697508896794,0.27659378302281545,13.56,Moderate,0,0
5.8,0.22,0.25,1.5,0.024,21.0,109.0,0.99234,3.37,0.58,10.4,6,white,1,Medium,26.244343891402714,0.19265878294694544,15.600000000000001,Moderate,0,0
6.7,0.27,0.69,1.2,0.176,36.0,106.0,0.99288,2.96,0.43,9.2,6,white,1,Low,24.723247232472325,0.3396194375524759,11.04,Very_Acidic,0,0
7.1,0.2,0.35,3.2,0.034,21.0,107.0,0.99195,3.11,0.54,11.1,6,white,1,Medium,35.32338308457711,0.19625984803880336,35.52,Acidic,0,0
6.7,0.27,0.69,1.2,0.176,36.0,106.0,0.99288,2.96,0.43,9.2,6,white,1,Low,24.723247232472325,0.3396194375524759,11.04,Very_Acidic,0,0
7.1,0.23,0.3,2.6,0.034,62.0,148.0,0.99121,3.03,0.56,11.3,7,white,1,Medium,30.735930735930733,0.41891608840480804,29.380000000000003,Acidic,0,0
7.6,0.31,0.52,13.2,0.042,61.0,148.0,0.99839,2.98,0.47,9.1,6,white,1,Low,24.437299035369772,0.4121593773015047,120.11999999999999,Very_Acidic,0,0
7.2,0.34,0.28,10.4,0.108,43.0,187.0,0.99738,2.96,0.57,9.4,5,white,0,Low,21.114369501466275,0.22994529441019032,97.76,Very_Acidic,0,0
7.0,0.36,0.25,5.7,0.015,14.0,73.0,0.98963,2.82,0.59,13.2,6,white,1,High,19.390581717451525,0.19177819481924904,75.24,Very_Acidic,0,0
6.4,0.31,0.28,2.5,0.039,34.0,137.0,0.98946,3.22,0.38,12.7,6,white,1,High,20.578778135048232,0.24817337099729198,31.75,Acidic,0,0
7.3,0.28,0.35,1.6,0.054,31.0,148.0,0.99178,3.18,0.47,10.7,5,white,0,Medium,25.978647686832737,0.20945804420240402,17.12,Acidic,0,0
7.4,0.16,0.3,1.4,0.064,34.0,166.0,0.99136,3.11,0.42,11.4333333333333,6,white,1,Medium,45.96273291925466,0.2048180432647996,16.006666666666618,Acidic,0,0
6.4,0.31,0.27,7.4,0.049,48.0,169.0,0.99323,3.27,0.45,11.1,6,white,1,Medium,20.578778135048232,0.28402198803557377,82.14,Acidic,0,0
6.4,0.31,0.28,2.5,0.039,34.0,137.0,0.98946,3.22,0.38,12.7,6,white,1,High,20.578778135048232,0.24817337099729198,31.75,Acidic,0,0
6.2,0.29,0.29,5.6,0.046,35.0,178.0,0.99313,3.25,0.51,10.5333333333333,5,white,0,Medium,21.305841924398628,0.19662810883084925,58.98666666666647,Acidic,0,0
5.9,0.28,0.34,3.6,0.04,50.0,194.0,0.9912,3.31,0.52,11.6,6,white,1,Medium,20.99644128113879,0.25773063025448323,41.76,Moderate,0,0
6.5,0.23,0.2,7.5,0.05,44.0,179.0,0.99504,3.18,0.48,9.53333333333333,5,white,0,Low,28.138528138528137,0.2458086826330579,71.49999999999997,Acidic,0,0
7.2,0.34,0.2,5.8,0.062,52.0,203.0,0.99461,3.17,0.44,9.8,6,white,1,Low,21.114369501466275,0.25615637361392307,56.84,Acidic,0,0
7.3,0.28,0.35,1.6,0.054,31.0,148.0,0.99178,3.18,0.47,10.7,5,white,0,Medium,25.978647686832737,0.20945804420240402,17.12,Acidic,0,0
6.5,0.2,0.33,1.5,0.039,36.0,110.0,0.99008,3.22,0.65,12.0,6,white,1,Medium,32.33830845771144,0.3272697520931628,18.0,Acidic,0,0
6.2,0.24,0.27,2.9,0.039,30.0,123.0,0.98959,3.12,0.37,12.8,6,white,1,High,25.726141078838175,0.24390045609385289,37.12,Acidic,0,0
7.1,0.31,0.25,11.2,0.048,32.0,136.0,0.99663,3.14,0.4,9.5,5,white,0,Low,22.829581993569132,0.23529238755597384,106.39999999999999,Acidic,0,0
6.4,0.29,0.21,9.65,0.041,36.0,119.0,0.99334,2.99,0.34,10.9333333333333,6,white,1,Medium,21.993127147766327,0.3025184662313762,105.50666666666635,Very_Acidic,0,0
6.3,0.19,0.33,10.1,0.063,63.0,133.0,0.99561,2.86,0.41,9.1,5,white,0,Low,32.98429319371728,0.47368064901767654,91.91,Very_Acidic,0,0
5.9,0.29,0.28,3.2,0.035,16.0,117.0,0.98959,3.26,0.42,12.6,6,white,1,High,20.27491408934708,0.13675096794044495,40.32,Acidic,0,0
7.1,0.31,0.25,11.2,0.048,32.0,136.0,0.99663,3.14,0.4,9.5,5,white,0,Low,22.829581993569132,0.23529238755597384,106.39999999999999,Acidic,0,0
6.5,0.3,0.28,11.45,0.041,29.0,109.0,0.99418,2.98,0.3,10.9,6,white,1,Medium,21.59468438538206,0.26605260502197225,124.80499999999999,Very_Acidic,0,0
6.4,0.29,0.21,9.65,0.041,36.0,119.0,0.99334,2.99,0.34,10.9333333333333,6,white,1,Medium,21.993127147766327,0.3025184662313762,105.50666666666635,Very_Acidic,0,0
6.5,0.22,0.19,4.5,0.096,16.0,115.0,0.9937,3.02,0.44,9.6,5,white,0,Low,29.41176470588235,0.1391292249632612,43.199999999999996,Acidic,0,0
7.0,0.23,0.28,2.7,0.053,16.0,92.0,0.99372,3.18,0.56,9.3,5,white,0,Low,30.3030303030303,0.17391115313963978,25.110000000000003,Acidic,0,0
7.1,0.23,0.23,3.5,0.038,23.0,112.0,0.99157,3.05,0.37,11.3666666666667,6,white,1,Medium,30.735930735930733,0.20535530932759527,39.783333333333445,Acidic,0,0
6.1,0.26,0.28,1.7,0.043,24.0,98.0,0.98918,3.14,0.44,12.5,6,white,1,High,23.37164750957854,0.2448954602504056,21.25,Acidic,0,0
6.4,0.35,0.21,2.1,0.051,46.0,171.0,0.9932,3.16,0.5,9.5,5,white,0,Low,18.233618233618234,0.2690042748288022,19.95,Acidic,0,0
6.0,0.32,0.32,4.8,0.041,40.0,186.0,0.99235,3.22,0.54,11.0,6,white,1,Medium,18.69158878504673,0.21505260724404707,52.8,Acidic,0,0
6.1,0.34,0.21,5.0,0.042,17.0,133.0,0.99373,3.02,0.53,9.4,5,white,0,Low,17.88856304985337,0.1278185878301667,47.0,Acidic,0,0
6.5,0.13,0.27,2.6,0.035,32.0,76.0,0.9914,3.21,0.76,11.3333333333333,6,white,1,Medium,49.61832061068702,0.42104709148563835,29.46666666666658,Acidic,0,0
6.5,0.315,0.2,6.6,0.041,9.0,126.0,0.99494,2.94,0.51,8.8,5,white,0,Low,20.569620253164558,0.07142800453964651,58.08,Very_Acidic,0,0
6.1,0.34,0.21,5.0,0.042,17.0,133.0,0.99373,3.02,0.53,9.4,5,white,0,Low,17.88856304985337,0.1278185878301667,47.0,Acidic,0,0
5.7,0.31,0.29,7.3,0.05,33.0,143.0,0.99332,3.31,0.5,11.0666666666667,6,white,1,Medium,18.327974276527332,0.23076761700967124,80.7866666666669,Moderate,0,0
6.4,0.3,0.27,5.0,0.058,27.0,151.0,0.99198,3.22,0.49,12.2,6,white,1,High,21.262458471760798,0.17880676286912006,61.0,Acidic,0,0
7.0,0.24,0.26,1.7,0.041,31.0,110.0,0.99142,3.2,0.53,11.0,6,white,1,Medium,29.04564315352697,0.2818156198580013,18.7,Acidic,0,0
6.5,0.13,0.27,2.6,0.035,32.0,76.0,0.9914,3.21,0.76,11.3333333333333,6,white,1,Medium,49.61832061068702,0.42104709148563835,29.46666666666658,Acidic,0,0
6.4,0.26,0.21,8.2,0.05,51.0,182.0,0.99542,3.23,0.48,9.5,5,white,0,Low,24.521072796934867,0.2802182405591178,77.89999999999999,Acidic,0,0
6.4,0.26,0.21,8.2,0.05,51.0,182.0,0.99542,3.23,0.48,9.5,5,white,0,Low,24.521072796934867,0.2802182405591178,77.89999999999999,Acidic,0,0
6.0,0.27,0.31,5.0,0.043,54.0,170.0,0.9924,3.28,0.52,11.0,6,white,1,Medium,22.14022140221402,0.31764519032240984,55.0,Acidic,0,0
7.1,0.21,0.33,1.2,0.039,34.0,97.0,0.99112,3.11,0.75,11.2,6,white,1,Medium,33.649289099526065,0.3505118503932949,13.44,Acidic,0,0
6.7,0.26,0.29,7.1,0.036,28.0,100.0,0.99534,3.08,0.36,9.3,6,white,1,Low,25.670498084291186,0.2799972000279997,66.03,Acidic,0,0
6.3,0.28,0.22,9.5,0.04,30.0,111.0,0.99338,3.05,0.31,10.8,4,white,0,Medium,22.419928825622772,0.27026783542490607,102.60000000000001,Acidic,0,1
6.2,0.25,0.44,15.8,0.057,39.0,167.0,0.99804,3.14,0.51,9.2,5,white,0,Low,24.701195219123505,0.23353153573930693,145.35999999999999,Acidic,0,0
7.3,0.22,0.37,15.5,0.048,70.0,203.0,0.99899,3.25,0.77,9.4,5,white,0,Low,33.03167420814479,0.34482588755720417,145.70000000000002,Acidic,0,0
6.2,0.25,0.44,15.8,0.057,39.0,167.0,0.99804,3.14,0.51,9.2,5,white,0,Low,24.701195219123505,0.23353153573930693,145.35999999999999,Acidic,0,0
6.4,0.18,0.28,17.05,0.047,53.0,139.0,0.99724,3.25,0.35,10.5,6,white,1,Medium,35.35911602209945,0.38129222091927395,179.025,Acidic,0,0
6.3,0.2,0.26,12.7,0.046,60.0,143.0,0.99526,3.26,0.35,10.8,6,white,1,Medium,31.34328358208955,0.41957748547212953,137.16,Acidic,0,0
6.6,0.24,0.22,12.3,0.051,35.0,146.0,0.99676,3.1,0.67,9.4,5,white,0,Low,27.38589211618257,0.2397243854494147,115.62,Acidic,0,0
7.4,0.27,0.26,11.8,0.053,55.0,173.0,0.99699,3.11,0.6,9.8,5,white,0,Low,27.306273062730625,0.31791723747261574,115.64000000000001,Acidic,0,0
7.4,0.27,0.26,11.8,0.053,55.0,173.0,0.99699,3.11,0.6,9.8,5,white,0,Low,27.306273062730625,0.31791723747261574,115.64000000000001,Acidic,0,0
7.4,0.27,0.26,11.8,0.053,55.0,173.0,0.99699,3.11,0.6,9.8,5,white,0,Low,27.306273062730625,0.31791723747261574,115.64000000000001,Acidic,0,0
6.6,0.24,0.22,12.3,0.051,35.0,146.0,0.99676,3.1,0.67,9.4,5,white,0,Low,27.38589211618257,0.2397243854494147,115.62,Acidic,0,0
7.4,0.27,0.26,11.8,0.053,55.0,173.0,0.99699,3.11,0.6,9.8,5,white,0,Low,27.306273062730625,0.31791723747261574,115.64000000000001,Acidic,0,0
7.1,0.38,0.29,13.6,0.041,30.0,137.0,0.99461,3.02,0.96,12.1,6,white,1,High,18.63517060367454,0.21897650382113998,164.56,Acidic,0,0
6.8,0.43,0.26,5.2,0.043,40.0,176.0,0.99116,3.17,0.41,12.3,6,white,1,High,15.777262180974478,0.22727143595775023,63.96000000000001,Acidic,0,0
5.2,0.22,0.46,6.2,0.066,41.0,187.0,0.99362,3.19,0.42,9.73333333333333,5,white,0,Low,23.529411764705884,0.21925016443762332,60.34666666666665,Acidic,0,0
5.9,0.29,0.16,7.9,0.044,48.0,197.0,0.99512,3.21,0.36,9.4,5,white,0,Low,20.27491408934708,0.24365358551479432,74.26,Acidic,0,0
5.9,0.29,0.16,7.9,0.044,48.0,197.0,0.99512,3.21,0.36,9.4,5,white,0,Low,20.27491408934708,0.24365358551479432,74.26,Acidic,0,0
6.3,0.29,0.29,3.3,0.037,32.0,140.0,0.9895,3.17,0.36,12.8,7,white,1,High,21.649484536082475,0.22856979593002907,42.24,Acidic,0,0
6.3,0.19,0.32,2.8,0.046,18.0,80.0,0.99043,2.92,0.47,11.05,6,white,1,Medium,32.98429319371728,0.2249971875351558,30.94,Very_Acidic,0,0
5.7,0.29,0.16,7.9,0.044,48.0,197.0,0.99512,3.21,0.36,9.4,5,white,0,Low,19.587628865979383,0.24365358551479432,74.26,Acidic,0,0
6.3,0.29,0.29,3.3,0.037,32.0,140.0,0.9895,3.17,0.36,12.8,7,white,1,High,21.649484536082475,0.22856979593002907,42.24,Acidic,0,0
5.7,0.24,0.47,6.3,0.069,35.0,182.0,0.99391,3.11,0.46,9.73333333333333,5,white,0,Low,23.651452282157678,0.19230663567782594,61.31999999999998,Acidic,0,0
5.8,0.3,0.38,4.9,0.039,22.0,86.0,0.98963,3.23,0.58,13.1,7,white,1,High,19.269102990033222,0.2558109789421053,64.19,Acidic,0,0
7.1,0.27,0.27,10.4,0.041,26.0,114.0,0.99335,3.04,0.52,11.5,7,white,1,Medium,26.199261992619924,0.22806817484057157,119.60000000000001,Acidic,0,0
5.8,0.3,0.38,4.9,0.039,22.0,86.0,0.98963,3.23,0.58,13.1,7,white,1,High,19.269102990033222,0.2558109789421053,64.19,Acidic,0,0
7.1,0.27,0.27,10.4,0.041,26.0,114.0,0.99335,3.04,0.52,11.5,7,white,1,Medium,26.199261992619924,0.22806817484057157,119.60000000000001,Acidic,0,0
6.3,0.305,0.22,16.0,0.061,26.0,141.0,0.99824,3.08,0.5,9.1,5,white,0,Low,20.58823529411765,0.1843958553485436,145.6,Acidic,0,0
5.7,0.24,0.47,6.3,0.069,35.0,182.0,0.99391,3.11,0.46,9.75,5,white,0,Low,23.651452282157678,0.19230663567782594,61.425,Acidic,0,0
6.2,0.22,0.28,2.2,0.04,24.0,125.0,0.9917,3.19,0.48,10.5,6,white,1,Medium,28.054298642533936,0.1919984640122879,23.1,Acidic,0,0
6.6,0.22,0.23,17.3,0.047,37.0,118.0,0.99906,3.08,0.46,8.8,6,white,1,Low,29.864253393665155,0.3135566647740273,152.24,Acidic,0,0
6.6,0.22,0.23,17.3,0.047,37.0,118.0,0.99906,3.08,0.46,8.8,6,white,1,Low,29.864253393665155,0.3135566647740273,152.24,Acidic,0,0
6.6,0.22,0.23,17.3,0.047,37.0,118.0,0.99906,3.08,0.46,8.8,6,white,1,Low,29.864253393665155,0.3135566647740273,152.24,Acidic,0,0
6.6,0.22,0.23,17.3,0.047,37.0,118.0,0.99906,3.08,0.46,8.8,6,white,1,Low,29.864253393665155,0.3135566647740273,152.24,Acidic,0,0
6.2,0.22,0.28,2.2,0.04,24.0,125.0,0.9917,3.19,0.48,10.5,6,white,1,Medium,28.054298642533936,0.1919984640122879,23.1,Acidic,0,0
6.2,0.22,0.28,2.2,0.04,24.0,125.0,0.9917,3.19,0.48,10.5,6,white,1,Medium,28.054298642533936,0.1919984640122879,23.1,Acidic,0,0
6.6,0.22,0.23,17.3,0.047,37.0,118.0,0.99906,3.08,0.46,8.8,6,white,1,Low,29.864253393665155,0.3135566647740273,152.24,Acidic,0,0
6.1,0.22,0.5,6.6,0.045,30.0,122.0,0.99415,3.22,0.49,9.9,6,white,1,Low,27.60180995475113,0.2458996237735756,65.34,Acidic,0,0
6.2,0.21,0.52,6.5,0.047,28.0,123.0,0.99418,3.22,0.49,9.9,6,white,1,Low,29.38388625592417,0.22764042568759602,64.35000000000001,Acidic,0,0
6.3,0.32,0.26,12.3,0.044,24.0,205.0,0.99611,3.11,0.58,9.9,5,white,0,Low,19.626168224299064,0.11707259964585538,121.77000000000001,Acidic,0,0
6.9,0.44,0.27,5.0,0.038,33.0,166.0,0.99124,3.2,0.42,12.2,6,white,1,High,15.646258503401361,0.19879398316877608,61.0,Acidic,0,0
